question,ground_truth
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.14.2.3 state exactly? Answer with only the text of the rule and no other words.,"Once the vehicle receives Inspection Approval, the ONLY modifications permitted to the
vehicle are the following:
• Adjustment of belts, chains and clutches
• Adjustment of brake bias
• Adjustment to engine / powertrain operating parameters, including fuel mixture and
ignition timing, and any software calibration changes
• Adjustment of the suspension
• Changing springs, sway bars and shims in the suspension
• Adjustment of Tire Pressure, subject to V.4.3.4
• Adjustment of wing or wing element(s) angle, but not the location T.7.1
• Replenishment of fluids
• Replacement of worn tires or brake pads. Replacement tires and brake pads must be
identical in material/composition/size to those presented and approved at Technical
Inspection.
• Changing of wheels and tires for weather conditions D.6
• Recharging Low Voltage batteries
• Recharging High Voltage Accumulators"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.14.3 state exactly? Answer with only the text of the rule and no other words.,"Repairs or Changes After Inspection Approval
The Inspection Approval may be voided for any reason including, but not limited to:
a. Damage to the vehicle IN.13.1.3
b. Changes beyond those allowed per IN.14.2 above"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.15.1.1 state exactly? Answer with only the text of the rule and no other words.,Any vehicle may be Reinspected at any time for any reason
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.15.1.2 state exactly? Answer with only the text of the rule and no other words.,"Reinspection must be completed to restore Inspection Approval, if voided"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.15.2.1 state exactly? Answer with only the text of the rule and no other words.,The Technical Inspection process may be repeated in entirety or in part
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.15.2.2 state exactly? Answer with only the text of the rule and no other words.,Specific areas or items to be inspected are at the discretion of the Chief Technical Inspector
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.15.3.1 state exactly? Answer with only the text of the rule and no other words.,"With Voided Inspection Approval
Successful completion of Reinspection will restore Inspection Approval IN.13.1"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.15.3.2 state exactly? Answer with only the text of the rule and no other words.,"During Dynamic Events
a. Issues found during Reinspection will void Inspection Approval
b. Penalties may be applied to the Dynamic Events the vehicle has competed in
Applied penalties may include additional time added to event(s), loss of one or more
fastest runs, up to DQ, subject to official discretion."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule S.1 state exactly? Answer with only the text of the rule and no other words.,"GENERAL STATIC
Presentation 75 points
Cost 100 points
Design 150 points
Total 325 points"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule S.2.1 state exactly? Answer with only the text of the rule and no other words.,"Presentation Event Objective
The Presentation Event evaluates the team’s ability to develop and deliver a comprehensive
business, logistical, production, or technical case that will convince outside interests to invest
in the team’s concept."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule S.2.2.1 state exactly? Answer with only the text of the rule and no other words.,The concept for the Presentation Event will be provided on the FSAE Online website.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule S.2.2.2 state exactly? Answer with only the text of the rule and no other words.,The concept for the Presentation Event may change for each competition
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule S.2.2.3 state exactly? Answer with only the text of the rule and no other words.,The team presentation must meet the concept
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule S.2.2.4 state exactly? Answer with only the text of the rule and no other words.,The team presentation must relate specifically to the vehicle as entered in the competition
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule S.2.2.5 state exactly? Answer with only the text of the rule and no other words.,"Teams should assume that the judges represent different areas, including engineering,
production, marketing and finance, and may not all be engineers."
